time	event	start	end	haplotype	left	right	adjacent_to_terminal
2026-03-19T16:45:36	CO-terminal	1	31271	A	tel	het	False
2026-03-19T16:45:36	GC-NCO	167728	279597	B	het	A	True
2026-03-19T16:45:36	CO-terminal	279598	500000	A	B	tel	False
2026-03-19T16:45:36	GC-NCO	26925	31856	B	het	het	False
2026-03-19T16:45:36	GC-CO	390969	392328	B	het	het	False
2026-03-19T16:45:36	CO-terminal	1	130844	A	tel	het	False
2026-03-19T16:45:36	CO-terminal	174480	500000	A	het	tel	False
2026-03-19T16:45:37	CO-terminal	1	76882	A	tel	het	False
2026-03-19T16:45:37	CO-terminal	150301	500000	B	het	tel	False
2026-03-19T16:45:37	CO-terminal	1	63245	B	tel	het	False
2026-03-19T16:45:37	GC-CO	151334	156222	B	het	het	False
2026-03-19T16:45:37	GC-NCO	286298	289625	B	het	het	False
2026-03-19T16:45:37	GC-NCO	329033	333568	B	het	het	False
2026-03-19T16:45:37	GC-NCO	333821	335645	A	het	het	False
2026-03-19T16:45:37	GC-NCO	409015	409258	B	het	het	False
2026-03-19T16:45:37	CO-terminal	499729	500000	B	het	tel	False
2026-03-19T16:45:37	GC-NCO	191456	194126	B	het	het	False
2026-03-19T16:45:37	CO-terminal	211711	500000	B	het	tel	False
2026-03-19T16:45:37	GC-CO	148023	148404	B	het	het	False
2026-03-19T16:45:37	GC-CO	221467	223088	B	het	het	False
2026-03-19T16:45:37	GC-NCO	271574	273593	A	het	het	False
2026-03-19T16:45:37	GC-NCO	284629	285811	A	het	het	False
2026-03-19T16:45:37	GC-CO	290492	291275	A	het	het	False
2026-03-19T16:45:37	CO-terminal	470935	500000	B	het	tel	False
2026-03-19T16:45:38	GC-NCO	22323	25226	A	het	het	False
2026-03-19T16:45:38	GC-CO	50693	52162	B	het	het	False
2026-03-19T16:45:38	GC-NCO	210003	214492	B	het	het	False
2026-03-19T16:45:38	GC-CO	249324	253428	B	het	het	False
2026-03-19T16:45:38	GC-NCO	319681	320369	A	het	het	False
2026-03-19T16:45:38	CO-terminal	394435	500000	B	het	tel	False
2026-03-19T16:45:38	CO-terminal	233367	500000	A	het	tel	False
2026-03-19T16:45:38	CO-terminal	1	72265	B	tel	het	False
2026-03-19T16:45:38	GC-CO	77783	78061	B	het	het	False
2026-03-19T16:45:38	GC-CO	184699	185328	B	het	het	False
2026-03-19T16:45:38	GC-CO	189845	191710	B	het	het	False
2026-03-19T16:45:38	GC-NCO	237675	365575	B	het	A	True
2026-03-19T16:45:38	CO-terminal	365576	500000	A	B	tel	False
2026-03-19T16:45:38	GC-CO	49431	49948	B	het	het	False
2026-03-19T16:45:38	GC-NCO	258328	262217	B	het	het	False
2026-03-19T16:45:38	GC-NCO	365639	370207	B	het	het	False
2026-03-19T16:45:39	CO-terminal	1	25966	A	tel	het	False
2026-03-19T16:45:39	GC-CO	103137	106647	B	het	het	False
2026-03-19T16:45:39	GC-CO	150301	152165	B	het	het	False
2026-03-19T16:45:39	GC-CO	198840	216643	B	het	A	True
2026-03-19T16:45:39	GC-NCO	216644	218191	A	B	B	True
2026-03-19T16:45:39	GC-NCO	218192	288041	B	A	A	True
2026-03-19T16:45:39	GC-NCO	288042	289390	A	B	B	True
2026-03-19T16:45:39	GC-NCO	289391	315386	B	A	A	True
2026-03-19T16:45:39	GC-NCO	315387	345170	A	B	B	True
2026-03-19T16:45:39	CO-terminal	345171	500000	B	A	tel	False
2026-03-19T16:45:39	CO-terminal	1	4249	A	tel	het	False
2026-03-19T16:45:39	GC-CO	50037	51630	B	het	het	False
2026-03-19T16:45:39	GC-CO	242332	244072	B	het	het	False
2026-03-19T16:45:39	GC-CO	260882	262199	A	het	het	False
2026-03-19T16:45:39	GC-CO	283726	285152	B	het	het	False
2026-03-19T16:45:39	GC-NCO	351018	353446	B	het	het	False
2026-03-19T16:45:39	GC-CO	353776	355248	A	het	het	False
2026-03-19T16:45:39	CO-terminal	404787	500000	A	het	tel	False
2026-03-19T16:45:39	CO-terminal	1	48110	A	tel	B	False
2026-03-19T16:45:39	GC-NCO	48111	51113	B	A	A	True
2026-03-19T16:45:39	GC-NCO	51114	58958	A	B	B	True
2026-03-19T16:45:39	GC-NCO	58959	63421	B	A	A	True
2026-03-19T16:45:39	GC-CO	63422	70370	A	B	het	True
2026-03-19T16:45:39	GC-NCO	142115	145016	B	het	het	False
2026-03-19T16:45:39	GC-NCO	180233	180665	B	het	het	False
2026-03-19T16:45:39	GC-NCO	293231	298176	B	het	het	False
2026-03-19T16:45:39	GC-NCO	458294	459290	B	het	het	False
2026-03-19T16:45:39	GC-NCO	496335	499821	B	het	het	False
2026-03-19T16:45:39	CO-terminal	1	50932	B	tel	het	False
2026-03-19T16:45:39	GC-NCO	72072	72825	B	het	het	False
2026-03-19T16:45:39	GC-NCO	183349	187610	B	het	het	False
2026-03-19T16:45:39	GC-NCO	196189	198210	B	het	het	False
2026-03-19T16:45:39	GC-CO	208054	286123	A	het	B	True
2026-03-19T16:45:39	GC-NCO	286124	346534	B	A	A	True
2026-03-19T16:45:39	GC-NCO	346535	347924	A	B	B	True
2026-03-19T16:45:39	GC-NCO	347925	440440	B	A	A	True
2026-03-19T16:45:39	CO-terminal	440441	500000	A	B	tel	False
2026-03-19T16:45:39	CO-terminal	1	58742	B	tel	A	False
2026-03-19T16:45:39	GC-CO	58743	104868	A	B	het	True
2026-03-19T16:45:39	GC-CO	213771	215032	B	het	het	False
2026-03-19T16:45:39	GC-CO	273247	273741	B	het	het	False
2026-03-19T16:45:39	GC-NCO	319744	322591	B	het	het	False
2026-03-19T16:45:39	GC-CO	324030	386152	A	het	B	True
2026-03-19T16:45:39	GC-NCO	386153	386664	B	A	A	True
2026-03-19T16:45:39	GC-NCO	386665	389916	A	B	B	True
2026-03-19T16:45:39	GC-NCO	389917	394671	B	A	A	True
2026-03-19T16:45:39	CO-terminal	394672	500000	A	B	tel	False
2026-03-19T16:45:40	GC-NCO	24212	27559	B	het	het	False
2026-03-19T16:45:40	GC-NCO	91394	94194	B	het	het	False
2026-03-19T16:45:40	GC-CO	200389	202469	B	het	het	False
2026-03-19T16:45:40	CO-terminal	202714	500000	A	het	tel	False
2026-03-19T16:45:40	GC-CO	116341	117711	B	het	het	False
2026-03-19T16:45:40	GC-CO	168766	386188	A	het	B	True
2026-03-19T16:45:40	CO-terminal	386189	500000	B	A	tel	False
2026-03-19T16:45:40	CO-terminal	1	114881	A	tel	B	False
2026-03-19T16:45:40	GC-NCO	114882	138976	B	A	het	True
2026-03-19T16:45:40	GC-NCO	251147	255145	B	het	het	False
2026-03-19T16:45:40	GC-NCO	287741	293063	B	het	A	True
2026-03-19T16:45:40	GC-NCO	293064	452951	A	B	B	True
2026-03-19T16:45:40	CO-terminal	452952	500000	B	A	tel	False
